id,topic,quote,author,page,source_title,source_file
874,"JOY, DELIGHT","When many men rejoice together, there is a richer joy in each individual, since they enkindle themselves and they inflame one another.",Augustine of Hippo,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
875,"JOY, DELIGHT","I have not yet thought or said, O Lord, how much Your blessed ones will rejoice. Surely, they will rejoice in the degree that they will love. And they will love in the degree that they will know. How much will they know You in that day, Lord; how much will they love You?",Anselm of Canterbury,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
876,"JOY, DELIGHT","For I have found a joy that is full, and more than full. For when heart, and mind, and soul, and all the man, are full of that joy, joy beyond measure will still remain. Therefore, the whole of that joy shall not enter into those who rejoice; rather, they who rejoice shall enter fully into that joy.",Anselm of Canterbury,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
877,"JOY, DELIGHT",No misery is more genuine than false joy.,Bernard of Clairvaux,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
878,"JOY, DELIGHT","When spiritual joy fills hearts, the Serpent throws off his deadly poison in vain. The devils cannot harm the servant of Christ when they see he is filled with holy joy.",Francis of Assisi,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
879,"JOY, DELIGHT","What are God’s servants but His minstrels, who must inspire the hearts of men and stir them to spiritual joy!",Francis of Assisi,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
880,"JOY, DELIGHT","If the servant of God, as may happen, is disturbed in any way, he should rise immediately to pray, and he should remain in the presence of the heavenly Father until He restores to him the joy of salvation. For if he remain stupefied in sadness … it will generate an abiding rust in the heart.",Francis of Assisi,226,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
881,"JOY, DELIGHT","In God alone is there primordial and true delight, and in all our delights it is this delight that we are seeking. Bonaventure The very sight of God causes delight. Hence he who sees God cannot be without delight.",Thomas Aquinas,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
882,"JOY, DELIGHT",No man truly has joy unless he lives in love.,Thomas Aquinas,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
883,"JOY, DELIGHT","No one can live without delight, and that is why a man deprived of spiritual joy goes over to carnal pleasures.",Thomas Aquinas,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
884,"JOY, DELIGHT","From silly devotions and from sour-faced saints, good Lord, deliver us.",Teresa of Avila,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
885,"JOY, DELIGHT",A glad spirit attains to perfection more quickly than any other.,Philip Neri,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
886,"JOY, DELIGHT",Live in holy joy and fly from anything that would dissipate your spirit.,Paul of the Cross,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
887,"JOY, DELIGHT","Be merry, really merry. The life of a true Christian should be a perpetual jubilee, a prelude to the festivals of eternity.",Theophane Venard,227,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
888,"JUDGMENT, DIVINE","We must busy ourselves with preparations for our departure from this world. For even if the day when the whole world ends never overtakes us, the end of each of us is right at the door.",John Chrysostom,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
889,"JUDGMENT, DIVINE","When we will have come to Judgment Day, we will then recognize the justice of all God’s decisions.",Augustine of Hippo,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
890,"JUDGMENT, DIVINE",Judgment cannot be pronounced on a man until he has run his course.,Thomas Aquinas,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
891,"JUDGMENT, DIVINE","Everyone—past, present and future—will be judged. … Now, then, is the time for mercy, while the time to come will be the time for justice only. For that reason, the present time is ours, but the future time will be God’s only.",Thomas Aquinas,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
892,"JUDGMENT, DIVINE","There are four remedies against the fear of divine judgment. The first is good deeds. … The second is confession and repentance of the evil done— and this should include three conditions: sorrow of heart, shame in confession, and rigor of satisfaction. These atone for eternal punishment. The third is almsdeeds, which cleanse us from all stains. … The fourth is charity, namely, the love of God and our neighbor.",Thomas Aquinas,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
893,"JUDGMENT, DIVINE","The day that is past must not judge the day that is present, nor the present day judge that which is past; it is only the Last Day that judges all.",Francis de Sales,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
894,"JUDGMENT, DIVINE","That day of doom, one and the same for the collected world—that solemn consummation for all flesh, is, in the case of each, anticipate upon his death.",John Henry Cardinal Newman,228,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
895,JUSTICE,"The rule of justice is plain: namely, that a good man ought not to swerve from the truth, nor inflict any unjust loss on anyone, nor act in any way deceitfully or fraudulently.",Ambrose of Milan,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
896,JUSTICE,Justice … is the virtue that gives to each his due.,Augustine of Hippo,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
897,JUSTICE,Let justice be done though the world perish.,Augustine of Hippo,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
898,JUSTICE,A society of men is just only if it obeys You.,Augustine of Hippo,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
899,JUSTICE,Justice is a certain rectitude of mind whereby a man does what he ought to do in the circumstances confronting him.,Thomas Aquinas,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
900,JUSTICE,"Two main reasons why men fall short of justice: deference to magnates, and deference to the mob.",Thomas Aquinas,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
901,JUSTICE,"Act like a seller when you’re buying, and a buyer when you’re selling, and then you’ll sell and buy justly.",Francis de Sales,229,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
902,THE KINGDOM OF GOD,"“Thy kingdom come.” … Christ Himself, dearest brothers, is the kingdom of God, whom we day by day desire to come, whose advent we crave to be quickly manifested to us. For since He Himself is the Resurrection, because in Him we rise again, so also the kingdom of God may be understood to be Himself, because in Him we shall reign.",Cyprian of Carthage,230,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
903,KNOWLEDGE,There are some points on which ignorance is better than knowledge.,Augustine of Hippo,231,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
904,KNOWLEDGE,"If knowledge can cause most people to become vain, perhaps ignorance and lack of learning can make them humble. Yet now and then you do find men who pride themselves in their ignorance.",John Climacus,231,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
905,KNOWLEDGE,"What have you to be proud of? If you were so clever and learned that you knew everything and could speak every language, so that the things of heaven were an open book to you, still you could not boast of that. Any one of the demons once knew more about the things of heaven, and now knows more about the things of earth, than any human being, even one who might have received from God a special revelation of the highest wisdom.",Francis of Assisi,231,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
906,KNOWLEDGE,"If you desire to know … ask grace, not instruction; desire, not understanding; the groaning of prayer, not diligent reading; the Spouse, not the teacher; God, not man; darkness, not clarity; not light, but the fire that totally inflames and carries us into God by ecstatic unctions and burning affections. Bonaventure The end of my labors has come. All that I have written appears to me as so much straw after the things that have been revealed to me.",Thomas Aquinas,231,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
907,LAUGHTER,"In order to be worthy of the things of heaven, you must laugh to scorn things present.",John Chrysostom,232,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
908,LAUGHTER,"Give me a sense of humor, Lord, and something to laugh about.",Thomas More,232,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
909,LAUGHTER,"In this short season of sowing in this weeping world, we must water our seed with the showers of our tears—and then we will have in heaven a merry, laughing harvest forever.",Thomas More,232,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
910,LAUGHTER,Laugh and grow strong.,Ignatius Loyola,232,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
911,LAUGHTER,"Joy, with peace, is the sister of charity. … Serve the Lord with laughter.",Padre Pio of Pietrelcina,232,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
